Source;Post;ID ath;Data;type;like;comm;reposts;views
-175151543;-175151543;-175151543;1623936780;1;234;28;30;22279
-175478567;-175478567;-175478567;1622618006;1;0;0;0;115
-175478567;-175478567;-175478567;1623058427;1;0;0;0;22
-175478567;-175478567;-175478567;1624624389;1;0;0;0;3
-175478567;-175478567;-175478567;1622620480;1;0;0;0;6
-175478567;-175478567;-175478567;1623224310;1;0;0;0;17
6999441;-17568841;413718340;1624646466;0,5;0;0;0;0
-176567890;-176567890;-176567890;1623114001;1;14;1;3;493
-175600936;-175600936;-175600936;1622466660;1;4;0;3;234
6951937;-17568841;2682374;1623135592;0,5;0;0;0;0
6992443;-17568841;413718340;1624396424;0,5;0;0;0;0
6987034;-17568841;413718340;1624213960;0,5;0;0;0;0
-17580085;-17580085;-17580085;1622489401;1;5;3;1;1745
-171249061;-171249061;-171249061;1623597840;1;10;2;4;1073
123776;-176567890;12201960;1622633188;0,5;0;0;0;0
-176567890;-176567890;-176567890;1622606404;1;3;6;0;607
-176831236;-176831236;-176831236;1622549952;1;8;36;14;2013
-176946553;-176946553;-176946553;1623461002;1;0;0;0;5
-17699037;-17699037;-17699037;1623462612;1;0;0;0;598
-177004158;-177004158;-177004158;1623089778;1;0;0;0;67
-177560899;-177560899;-177560899;1624628122;1;3;0;0;122
-177439933;-177439933;-177439933;1623839347;1;6;0;0;38
-177521879;-177521879;-177521879;1622620860;1;10;0;2;419
42994;-177521879;55477123;1622540055;0,5;0;0;0;0
-177560899;-177560899;-177560899;1624549461;1;0;0;0;95
-177560899;-177560899;-177560899;1624960839;1;3;0;0;105
-177560899;-177560899;-177560899;1624953647;1;0;0;0;64
-177560899;-177560899;-177560899;1624870921;1;3;0;1;144
-177560899;-177560899;-177560899;1624788060;1;2;0;0;128
-177560899;-177560899;-177560899;1624698208;1;1;0;0;107
-17734565;-17734565;-17734565;1622472264;1;76;3;14;1282
-177789971;-177789971;-177789971;1622822406;1;25;15;13;3372
275420;-177789971;159912488;1622876615;0,5;1;0;0;0
-177789971;-177789971;-177789971;1624385191;1;4;1;1;2023
-178439658;-178439658;-178439658;1623781889;1;0;0;0;15
-178462599;-178462599;-178462599;1623332954;1;152;0;0;1896
-178462599;-178462599;-178462599;1622985205;1;87;1;4;1887
-178462599;-178462599;-178462599;1622656994;1;133;0;1;1872
-178613088;-178613088;-178613088;1624283193;1;270;7;25;12906
-178613088;-178613088;-178613088;1624889977;1;437;9;42;13703
-179121851;-179121851;-179121851;1622557980;1;0;0;0;26
-179176799;-179176799;-179176799;1622433603;1;9;0;0;195
-185197068;-185197068;-185197068;1623653348;1;5;0;1;81
-180418411;-180418411;-180418411;1622548807;1;13;0;2;101
-180418411;-180418411;-180418411;1623067207;1;14;4;2;261
-180641691;-180641691;-180641691;1624518884;1;0;0;0;23
-181084671;-181084671;-181084671;1623461442;1;0;0;0;6
-181087708;-181087708;-181087708;1624865457;1;0;0;0;13
-181105173;-181105173;-181105173;1623461439;1;0;0;0;6
-181383205;-181383205;-181383205;1623482578;1;58;0;14;3009
-182177005;-182177005;-182177005;1624371380;1;6;0;0;339
-182177005;-182177005;-182177005;1624894207;1;31;12;20;2071
-182324254;-182324254;-182324254;1622987859;1;0;0;0;4
-182613743;-182613743;-182613743;1623214658;1;53;7;20;2606
-183242910;-183242910;-183242910;1623690060;1;241;14;7;3445
-186946732;-186946732;-186946732;1622908046;1;0;0;0;50
-183733767;-183733767;-183733767;1624177200;1;110;0;21;1892
-184296591;-184296591;-184296591;1622470875;1;0;0;0;2
-184373258;-184373258;-184373258;1622436480;1;121;0;73;7877
-18475639;-18475639;-18475639;1623508462;1;0;0;1;302
-184977745;-184977745;-184977745;1622817770;1;2;0;1;219
-184977745;-184977745;-184977745;1623707692;1;3;0;2;369
-184977745;-184977745;-184977745;1624825494;1;1;1;0;221
-185485741;-185485741;-185485741;1622786460;1;6;1;0;112
-185485741;-185485741;-185485741;1623350340;1;5;0;4;117
-185485741;-185485741;-185485741;1624442280;1;5;2;1;246
-185661163;-185661163;-185661163;1624302001;1;8;0;1;179
-185718252;-185718252;-185718252;1622719506;1;24;0;2;253
-185865216;-185865216;-185865216;1622621463;1;0;0;0;3
-185865216;-185865216;-185865216;1623235503;1;0;0;0;5
-187409234;-187409234;-187409234;1622632620;1;20;9;13;2699
-194411365;-194411365;-194411365;1624651198;1;0;0;0;5
17806;-186529395;606594241;1623040744;0,5;21;0;0;0
17806;-186529395;28169925;1623054562;0,5;0;0;0;0
17806;-186529395;320819924;1623049772;0,5;1;0;0;0
-186529395;-186529395;-186529395;1623040020;1;79;56;39;11173
-186581529;-186581529;-186581529;1622706915;1;6;6;9;508
-186644647;-186644647;-186644647;1622533502;1;19;3;9;1747
-186700751;-186700751;-186700751;1623256793;1;5;2;0;69
564916;-186809105;350102663;1622671878;0,5;4;0;0;0
-186809105;-186809105;-186809105;1622668498;1;700;51;78;29859
577230;-186809105;457106663;1623610025;0,5;1;0;0;0
-186809105;-186809105;-186809105;1623587993;1;410;13;17;17672
-186809105;-186809105;-186809105;1624655184;1;645;80;121;25751
-183293338;-183293338;-183293338;1624627709;1;0;0;0;0
-186957188;-186957188;-186957188;1623463134;1;0;0;0;8
-187003060;-187003060;-187003060;1622544171;1;0;0;0;0
-18737416;-18737416;-18737416;1623305484;1;193;0;8;3977
-18737416;-18737416;-18737416;1623262407;1;266;11;36;6457
-18737416;-18737416;-18737416;1622918367;1;77;0;49;5916
-187396204;-187396204;-187396204;1622779330;1;0;0;0;368
-187396204;-187396204;-187396204;1623988920;1;1;0;0;393
-187396204;-187396204;-187396204;1624689431;1;0;0;0;363
41078;-188048519;176541034;1624318903;0,5;0;0;0;0
24541;-187409234;609991202;1623653101;0,5;0;0;0;0
-187409234;-187409234;-187409234;1623479520;1;571;16;122;9827
-187839424;-187839424;-187839424;1624371406;1;0;0;2;182
-187839424;-187839424;-187839424;1624894624;1;0;0;0;61
-187911305;-187911305;-187911305;1624375534;1;28;0;17;1384
-190060160;-190060160;-190060160;1622559289;1;0;0;0;5
-190149559;-190149559;-190149559;1623929404;1;6;0;0;99
41078;-188048519;262218508;1624202960;0,5;2;0;0;0
-188048519;-188048519;-188048519;1624196530;1;23;11;4;1086
-188069705;-188069705;-188069705;1624400729;1;0;0;0;2
-188408514;-188408514;-188408514;1623677400;1;2;0;3;782
-188414783;-188414783;-188414783;1624698010;1;13;8;3;4181
-188483408;-188483408;-188483408;1622656043;1;89;0;1;139
-188492488;-188492488;-188492488;1623307776;1;1;0;0;11
-188640668;-188640668;-188640668;1622473206;1;3;0;0;238
-18901857;-18901857;-18901857;1623871801;1;32;13;17;8698
-189144126;-189144126;-189144126;1624942806;1;113;15;63;7368
-189385394;-189385394;-189385394;1622820300;1;7;3;8;1221
-189421192;-189421192;-189421192;1622572766;1;0;0;0;5
-193482637;-193482637;-193482637;1623154059;1;0;0;0;4
-189597407;-189597407;-189597407;1623957500;1;1;0;0;95
-189981060;-189981060;-189981060;1624873517;1;0;0;0;12
-191121487;-191121487;-191121487;1622587261;1;0;0;1;10
-191148343;-191148343;-191148343;1622999524;1;0;0;0;5
-190292925;-190292925;-190292925;1624946160;1;1;0;0;278
-190442882;-190442882;-190442882;1623144203;1;0;0;0;2
-190474729;-190474729;-190474729;1623865131;1;0;0;0;5
-190474729;-190474729;-190474729;1623865132;1;0;0;0;6
-190671414;-190671414;-190671414;1622607720;1;0;0;0;49
-190671414;-190671414;-190671414;1622564667;1;0;0;0;38
-194410145;-194410145;-194410145;1623489583;1;6;3;0;27
-187409234;-187409234;-187409234;1622561820;1;23;17;11;2461
-191153664;-191153664;-191153664;1622442602;1;0;0;0;4
-191191988;-191191988;-191191988;1622449801;1;0;0;0;4
-191201238;-191201238;-191201238;1624536008;1;5;1;3;123
-191201238;-191201238;-191201238;1624372201;1;1;0;0;86
-191860269;-191860269;-191860269;1623000362;1;17;5;8;2544
16713;-191860269;150834650;1623639515;0,5;0;0;0;0
-191860269;-191860269;-191860269;1623497137;1;135;13;33;4499
-191923886;-191923886;-191923886;1623236408;1;6;1;0;337
-191935438;-191935438;-191935438;1624624453;1;1;0;0;59
-192228514;-192228514;-192228514;1622676448;1;0;9;2;175
-192346779;-192346779;-192346779;1623668232;1;5;0;1;116
-192346779;-192346779;-192346779;1623729806;1;11;0;2;190
-192346779;-192346779;-192346779;1624972670;1;4;0;0;78
-192940875;-192940875;-192940875;1622886077;1;0;0;0;3
-193055282;-193055282;-193055282;1623477601;1;0;0;0;3
-19334776;-19334776;-19334776;1622611801;1;134;0;13;20177
-203064899;-203064899;-203064899;1623091145;1;0;0;0;6
-19351868;-19351868;-19351868;1622458721;1;0;0;0;5
-193537666;-193537666;-193537666;1623084420;1;0;0;0;22
-193553232;-193553232;-193553232;1623578280;1;55;3;2;1358
-193626486;-193626486;-193626486;1623221312;1;40;10;9;1642
-193798487;-193798487;-193798487;1623334716;1;4;1;0;50
-194126267;-194126267;-194126267;1622897827;1;35;45;1;562
-194183647;-194183647;-194183647;1623376721;1;0;0;0;8
951;-194410145;544389633;1623580327;0,5;1;0;0;0
-194532482;-194532482;-194532482;1623772303;1;1;0;1;1043
-194532482;-194532482;-194532482;1624382600;1;1;0;1;1113
-194555068;-194555068;-194555068;1622524500;1;0;0;0;80
-197800927;-197800927;-197800927;1624968879;1;12;4;1;128
-197892642;-197892642;-197892642;1624103235;1;0;0;0;11
-195193216;-195193216;-195193216;1624884208;1;29;0;0;570
-195193216;-195193216;-195193216;1623065135;1;16;0;3;456
-195307669;-195307669;-195307669;1622579019;1;1;0;0;78
-195471621;-195471621;-195471621;1623312992;1;9;0;0;284
-195696922;-195696922;-195696922;1622803550;1;0;0;0;15
-195772055;-195772055;-195772055;1623086845;1;1;0;2;203
-196013637;-196013637;-196013637;1623240876;1;44;7;21;5390
-196013637;-196013637;-196013637;1624995013;1;23;4;2;479
-196016434;-196016434;-196016434;1622554399;1;0;0;0;3
-196091894;-196091894;-196091894;1623321105;1;0;0;0;20
-196091894;-196091894;-196091894;1623927639;1;0;0;0;13
-196091894;-196091894;-196091894;1624523416;1;0;0;0;9
-196091894;-196091894;-196091894;1623046593;1;0;0;0;14
-196518510;-196518510;-196518510;1623398972;1;34;13;4;823
-196961972;-196961972;-196961972;1622803239;1;0;0;0;3
-197058691;-197058691;-197058691;1623054419;1;1;0;0;43
-197228063;-197228063;-197228063;1622657482;1;2;1;0;76
-197306885;-197306885;-197306885;1623506401;1;4;6;0;30
-197319833;-197319833;-197319833;1623847603;1;2;0;0;96
-197335964;-197335964;-197335964;1622463287;1;0;0;0;174
-197661241;-197661241;-197661241;1623236200;1;0;0;0;2
-197758276;-197758276;-197758276;1622615042;1;9;2;0;141
-199106350;-199106350;-199106350;1622989806;1;0;0;0;6
-199219025;-199219025;-199219025;1622538300;1;33;8;13;681
-197947986;-197947986;-197947986;1624214768;1;12;0;10;373
-198049883;-198049883;-198049883;1622710802;1;0;0;0;40
-198095164;-198095164;-198095164;1623092404;1;7;0;0;138
-198351929;-198351929;-198351929;1623064039;1;4;0;0;40
-198351929;-198351929;-198351929;1624018965;1;1;0;0;54
-198770869;-198770869;-198770869;1624888887;1;0;0;0;2
-199066951;-199066951;-199066951;1622821940;1;1;0;0;94
-201646958;-201646958;-201646958;1622468460;1;1;0;1;38
-101311016;-101311016;-101311016;1623078010;1;2;1;2;374
-199505606;-199505606;-199505606;1623220758;1;0;0;0;5
-199505606;-199505606;-199505606;1623739144;1;0;0;0;6
-199505606;-199505606;-199505606;1624347038;1;0;0;0;7
-199608684;-199608684;-199608684;1622627682;1;47;0;8;1551
-199645231;-199645231;-199645231;1623407940;1;3;0;0;86
-199725794;-199725794;-199725794;1623759916;1;4;5;2;176
-200518725;-200518725;-200518725;1624562987;1;0;0;0;121
-200559779;-200559779;-200559779;1623948840;1;0;0;0;88
-200561138;-200561138;-200561138;1622712774;1;0;0;0;13
-200632631;-200632631;-200632631;1622462284;1;0;0;0;14
-200665503;-200665503;-200665503;1622825374;1;0;0;0;8
-200762824;-200762824;-200762824;1624571850;1;3;0;0;30
-200888528;-200888528;-200888528;1623465545;1;8;0;3;10
-200931602;-200931602;-200931602;1623019256;1;39;11;10;647
1002;-200931602;242739930;1623095884;0,5;0;0;0;0
1002;-200931602;-45764;1623065762;0,5;0;0;0;0
-200997040;-200997040;-200997040;1623508766;1;0;0;0;63
-201263149;-201263149;-201263149;1622749808;1;0;0;0;57
-201297251;-201297251;-201297251;1622988063;1;0;0;0;10
-201409193;-201409193;-201409193;1622712621;1;0;0;0;3
-201409193;-201409193;-201409193;1622669421;1;0;0;0;6
-201409193;-201409193;-201409193;1623531702;1;0;0;0;2
-201464989;-201464989;-201464989;1624087867;1;0;0;0;14
-201501811;-201501811;-201501811;1624086600;1;28;6;1;138
-201589148;-201589148;-201589148;1624870920;1;2;0;0;22
-202021716;-202021716;-202021716;1622547820;1;0;2;1;362
-202021716;-202021716;-202021716;1622563208;1;3;2;1;567
-201703538;-201703538;-201703538;1624908359;1;0;0;0;194
-201797658;-201797658;-201797658;1622635260;1;1;0;0;51
-201797658;-201797658;-201797658;1623240005;1;2;0;0;74
-202015145;-202015145;-202015145;1624623735;1;1;0;0;39
-202021589;-202021589;-202021589;1622547874;1;0;8;6;727
-202021697;-202021697;-202021697;1622547849;1;1;2;3;442
-202021716;-202021716;-202021716;1622729747;1;1;0;1;372
-203298545;-203298545;-203298545;1622651448;1;0;0;0;6
-203298545;-203298545;-203298545;1623112228;1;0;0;0;4
-202021716;-202021716;-202021716;1622655722;1;16;1;3;722
-202021716;-202021716;-202021716;1623476700;1;77;3;15;1471
-202021716;-202021716;-202021716;1623421200;1;6;0;0;306
-202021716;-202021716;-202021716;1624625084;1;6;0;2;674
-202113982;-202113982;-202113982;1622752377;1;1;0;0;224
-202476891;-202476891;-202476891;1624338000;1;5;0;0;42
-202537104;-202537104;-202537104;1623916500;1;93;0;10;2304
-202576365;-202576365;-202576365;1624270319;1;11;0;0;72
-203028210;-203028210;-203028210;1623149483;1;19;1;3;315
-203028210;-203028210;-203028210;1623342466;1;20;0;1;330
-204238035;-204238035;-204238035;1624614819;1;0;0;0;6
-203092051;-203092051;-203092051;1622455402;1;0;0;0;21
-203143819;-203143819;-203143819;1623338149;1;0;0;0;50
-203153947;-203153947;-203153947;1622446456;1;0;0;0;1
-203153947;-203153947;-203153947;1623944945;1;0;0;0;3
-203153947;-203153947;-203153947;1623859177;1;0;0;0;3
-203153947;-203153947;-203153947;1623759954;1;0;0;0;8
-203153947;-203153947;-203153947;1622994879;1;0;0;0;4
-203190725;-203190725;-203190725;1624384033;1;1;0;0;23
-203764627;-203764627;-203764627;1622457123;1;0;0;0;20
-203765754;-203765754;-203765754;1622720110;1;0;0;0;33
-203388520;-203388520;-203388520;1623237184;1;0;0;0;11
-203617388;-203617388;-203617388;1622790007;1;27;16;11;18366
274;-203617388;2027948;1622964937;0,5;3;0;0;0
274;-203617388;337971638;1624911807;0,5;1;0;0;0
274;-203617388;293704796;1622804104;0,5;0;0;0;0
-203638476;-203638476;-203638476;1622550191;1;1;0;0;105
-203720242;-203720242;-203720242;1623937138;1;3;0;0;18
-203721229;-203721229;-203721229;1624799018;1;0;0;0;9
-20169232;-20169232;-20169232;1623001514;1;8;6;0;1857
-203765754;-203765754;-203765754;1622457124;1;0;0;0;23
-203775738;-203775738;-203775738;1622720114;1;0;0;0;45
-203775738;-203775738;-203775738;1622457126;1;0;0;0;32
-203958095;-203958095;-203958095;1623427560;1;4;0;2;341
-203967152;-203967152;-203967152;1624209894;1;3;0;0;903
-203974479;-203974479;-203974479;1622642408;1;1;0;0;38
-204027277;-204027277;-204027277;1622633313;1;0;0;0;17
-204027277;-204027277;-204027277;1622563916;1;0;0;0;13
-204027277;-204027277;-204027277;1623165095;1;0;0;0;13
-204027277;-204027277;-204027277;1623143418;1;1;0;0;34
-204027277;-204027277;-204027277;1623141849;1;0;0;0;20
-204027277;-204027277;-204027277;1623447563;1;0;0;0;16
-204069054;-204069054;-204069054;1624895539;1;0;0;0;3
-204132525;-204132525;-204132525;1624785534;1;0;0;0;159
-204199154;-204199154;-204199154;1623755600;1;0;0;0;23
-204199154;-204199154;-204199154;1622624176;1;0;0;0;19
-204199154;-204199154;-204199154;1624182171;1;0;0;0;23
-204238035;-204238035;-204238035;1622661419;1;0;0;0;6
-204238035;-204238035;-204238035;1624614938;1;1;0;0;5
-204238035;-204238035;-204238035;1622661667;1;0;0;0;8
-189514014;-189514014;-189514014;1622839030;1;6;0;2;593
-204255001;-204255001;-204255001;1622634028;1;0;0;0;11
-204312;-204312;-204312;1622645688;1;0;0;0;9
-204380239;-204380239;-204380239;1624584060;1;105;1;12;5120
-204387459;-204387459;-204387459;1623251160;1;2;0;0;23
-204437390;-204437390;-204437390;1622968321;1;4;1;0;45
-204439628;-204439628;-204439628;1623387605;1;10;0;1;268
-204464501;-204464501;-204464501;1624266685;1;0;0;0;33
-204583953;-204583953;-204583953;1622616937;1;91;0;0;106
-204621063;-204621063;-204621063;1623007481;1;0;0;0;10
-204913018;-204913018;-204913018;1622719282;1;0;0;1;495
-204921900;-204921900;-204921900;1622741100;1;6;0;0;408
-204707696;-204707696;-204707696;1622718759;1;0;0;0;407
-204723569;-204723569;-204723569;1624561607;1;0;0;0;28
-204759013;-204759013;-204759013;1623162556;1;0;0;0;160
-204772007;-204772007;-204772007;1622559460;1;4;1;3;140
-204772007;-204772007;-204772007;1623163627;1;0;0;1;59
-204774283;-204774283;-204774283;1624041825;1;6;0;2;349
-204954324;-204954324;-204954324;1624087769;1;0;0;0;5
-204954324;-204954324;-204954324;1624908831;1;0;0;0;4
-204998235;-204998235;-204998235;1624460401;1;20;0;14;443
-205051046;-205051046;-205051046;1623069963;1;0;3;1;51
-205081666;-205081666;-205081666;1623413046;1;0;0;0;17
-205083656;-205083656;-205083656;1623166346;1;0;0;0;5
-205112980;-205112980;-205112980;1623597879;1;0;0;0;824
-205143710;-205143710;-205143710;1624887593;1;0;0;0;9
-205245243;-205245243;-205245243;1623792767;1;13;7;4;490
-205299401;-205299401;-205299401;1624058416;1;6;0;1;143
-205360867;-205360867;-205360867;1624278708;1;10;2;6;662
-205427794;-205427794;-205427794;1624645278;1;1;0;0;3
-205427794;-205427794;-205427794;1624644202;1;1;0;0;3
-20668429;-20668429;-20668429;1623510003;1;14;0;0;844
-20877773;-20877773;-20877773;1623049210;1;3;0;2;544
-20877773;-20877773;-20877773;1624698008;1;2;0;1;279
-20975141;-20975141;-20975141;1622726040;1;8;0;2;503
-23975708;-23975708;-23975708;1623051000;1;30;0;3;1228
-20975141;-20975141;-20975141;1623408900;1;2;0;0;342
-211740;-211740;-211740;1624634580;1;7;28;2;1963
348997;-211740;4184651;1624644210;0,5;2;0;0;0
348997;-211740;332536661;1624648504;0,5;0;0;0;0
-21550356;-21550356;-21550356;1622710801;1;4;0;1;213
-21550356;-21550356;-21550356;1623049203;1;7;0;1;543
-21550356;-21550356;-21550356;1623567601;1;3;0;0;273
-23693861;-23693861;-23693861;1623499227;1;18;2;2;2242
-23702661;-23702661;-23702661;1622803200;1;10;7;4;1518
-22959012;-22959012;-22959012;1624695000;1;32;8;13;8352
-23549;-23549;-23549;1623358440;1;0;1;0;270
-23647726;-23647726;-23647726;1624636352;1;0;0;0;104
-23693861;-23693861;-23693861;1622462423;1;5;1;1;567
-23975708;-23975708;-23975708;1623781089;1;17;0;6;1127
1651154;-28261334;21599639;1622561331;0,5;0;0;0;0
-23702661;-23702661;-23702661;1622612400;1;25;9;7;3653
334211;-23702661;150977222;1623354493;0,5;16;0;0;0
-23702661;-23702661;-23702661;1623353400;1;27;21;17;5556
-23702661;-23702661;-23702661;1624723205;1;162;12;54;8105
-23712441;-23712441;-23712441;1622409217;1;4;3;1;327
-23742946;-23742946;-23742946;1623876194;1;98;17;26;15988
15380;-23975708;306327;1622830481;0,5;2;0;0;0
-23975708;-23975708;-23975708;1622796610;1;9;0;1;1102
-23975708;-23975708;-23975708;1622791800;1;36;1;6;1903
-23975708;-23975708;-23975708;1622619000;1;28;0;5;1466
-23975708;-23975708;-23975708;1622484081;1;67;1;19;2973
-23975708;-23975708;-23975708;1622469970;1;28;2;1;1659
-23975708;-23975708;-23975708;1622446200;1;20;0;4;1230
-23975708;-23975708;-23975708;1623245780;1;16;0;0;927
-23975708;-23975708;-23975708;1623223800;1;30;0;2;1216
-20975141;-20975141;-20975141;1622450580;1;2;0;0;384
-23975708;-23975708;-23975708;1622962826;1;13;2;0;1847
-23975708;-23975708;-23975708;1623655800;1;36;3;4;1892
-23975708;-23975708;-23975708;1623400529;1;30;0;3;2240
-23975708;-23975708;-23975708;1623396600;1;21;0;2;1195
-23975708;-23975708;-23975708;1623340485;1;74;1;27;2796
-23975708;-23975708;-23975708;1623314417;1;63;1;10;2382
-23975708;-23975708;-23975708;1624096629;1;20;5;1;2053
-23975708;-23975708;-23975708;1624001401;1;33;0;3;1227
-23975708;-23975708;-23975708;1623828600;1;21;0;5;1182
-23975708;-23975708;-23975708;1624606201;1;26;0;0;1458
-24199209;-24199209;-24199209;1622555418;1;33;18;6;20678
-23975708;-23975708;-23975708;1624442315;1;7;0;1;939
-23975708;-23975708;-23975708;1624433400;1;20;0;2;1125
-23975708;-23975708;-23975708;1624431557;1;16;1;0;1609
-23975708;-23975708;-23975708;1624269621;1;51;2;25;2566
-23975708;-23975708;-23975708;1624260600;1;31;0;6;1367
15486;-23975708;4348463;1624887545;0,5;0;0;0;0
-23975708;-23975708;-23975708;1624874894;1;6;10;2;2206
-23975708;-23975708;-23975708;1624865400;1;16;1;2;1633
-23975708;-23975708;-23975708;1624641991;1;53;3;23;3137
-259971;-259971;-259971;1624620909;1;18;8;19;6023
-26072026;-26072026;-26072026;1623490201;1;27;0;2;321
-24239266;-24239266;-24239266;1623067696;1;2;0;0;2991
-24239266;-24239266;-24239266;1622987891;1;9;2;4;4494
-24481701;-24481701;-24481701;1623332747;1;16;0;11;2258
-24616497;-24616497;-24616497;1623868207;1;0;0;0;14
-24616497;-24616497;-24616497;1623868081;1;0;0;0;27
-2491504;-2491504;-2491504;1622533750;1;0;0;0;204
9552489;-25232578;248483314;1624431439;0,5;2;0;0;0
9527260;-25232578;196078547;1623826648;0,5;0;0;0;0
-25787631;-25787631;-25787631;1624957441;1;2;0;1;667
-25792;-25792;-25792;1622554140;1;50;24;17;7990
-25850251;-25850251;-25850251;1622557160;1;2;5;2;1043
-27093524;-27093524;-27093524;1622718002;1;14;16;4;2573
-25973049;-25973049;-25973049;1622554301;1;2;1;5;1125
-25973049;-25973049;-25973049;1622554147;1;7;0;2;1185
-25973049;-25973049;-25973049;1624620053;1;5;2;8;1602
-259971;-259971;-259971;1622559354;1;0;0;2;903
990671;-26270763;631556378;1622433286;0,5;14;0;0;0
3928581;-26284064;29940440;1623930485;0,5;1;0;0;0
-26260;-26260;-26260;1622999100;1;6;31;5;4270
-26260;-26260;-26260;1624808813;1;47;80;9;8153
-26270763;-26270763;-26270763;1622747818;1;93;0;5;13053
-26270763;-26270763;-26270763;1622410260;1;45;54;66;18961
-26270763;-26270763;-26270763;1623086160;1;27;1;36;13309
-26270763;-26270763;-26270763;1624004160;1;21;1;23;12519
990671;-26270763;422715;1622412966;0,5;2;0;0;0
990474;-26270763;3145993;1622445316;0,5;0;0;0;0
1651154;-28261334;548701201;1622485178;0,5;30;0;0;0
-23975708;-23975708;-23975708;1623775836;1;12;0;4;1462
-26548409;-26548409;-26548409;1623149100;1;4;3;0;812
-26548409;-26548409;-26548409;1623080400;1;4;3;0;962
-26548409;-26548409;-26548409;1623576418;1;9;1;6;1596
345425;-26680240;68650631;1622630447;0,5;12;0;0;0
-26680240;-26680240;-26680240;1622628656;1;58;35;18;3747
-27075486;-27075486;-27075486;1623457113;1;43;2;3;4147
-2709;-2709;-2709;1622609367;1;8;11;1;4440
-39169574;-39169574;-39169574;1624459685;1;2;0;0;322
-27347418;-27347418;-27347418;1622989799;1;0;0;0;11
-28041045;-28041045;-28041045;1622821222;1;0;2;0;90
-28041045;-28041045;-28041045;1623774035;1;3;0;1;57
-28106363;-28106363;-28106363;1624003810;1;14;0;10;5663
-28261334;-28261334;-28261334;1622484022;1;66;63;42;19187
-28261334;-28261334;-28261334;1622909767;1;47;21;41;21705
-2904;-2904;-2904;1624647856;1;3;0;2;549
1651154;-28261334;266801889;1622491138;0,5;0;0;0;0
-28893798;-28893798;-28893798;1623817200;1;9;10;1;6766
459732;-28893798;373618302;1622458640;0,5;0;0;0;0
-28893798;-28893798;-28893798;1622629802;1;2;3;2;1786
-28893798;-28893798;-28893798;1624028409;1;2;0;2;1551
-28893798;-28893798;-28893798;1624629607;1;3;0;0;2255
-31516466;-31516466;-31516466;1622727600;1;232;79;139;53587
-2904;-2904;-2904;1623053046;1;2;0;4;715
-29411855;-29411855;-29411855;1623146100;1;442;8;42;17259
-294312;-294312;-294312;1623960600;1;15;1;1;6114
-29622095;-29622095;-29622095;1623229201;1;17;0;4;1164
386395;-30339270;451345824;1624212305;0,5;2;0;0;0
-30693588;-30693588;-30693588;1623067203;1;1;0;1;59
-31223574;-31223574;-31223574;1623507496;1;0;0;0;84
-31223574;-31223574;-31223574;1624717100;1;0;0;0;133
-31257549;-31257549;-31257549;1622820646;1;0;0;0;16
-31257549;-31257549;-31257549;1623773423;1;0;0;0;7
-32738224;-32738224;-32738224;1624625400;1;6;1;3;463
-32923097;-32923097;-32923097;1624286256;1;16;0;3;739
7576918;-31516466;2141520;1622845603;0,5;2;0;0;0
-31516466;-31516466;-31516466;1623851389;1;45;0;37;11575
-32176202;-32176202;-32176202;1623072412;1;12;5;7;3866
-35969665;-35969665;-35969665;1624017835;1;0;0;0;351
-204648233;-204648233;-204648233;1624357924;1;2;0;0;22
-33012170;-33012170;-33012170;1622546187;1;2;0;2;11420
-33012170;-33012170;-33012170;1623157641;1;5;0;7;736
-33044743;-33044743;-33044743;1622444700;1;24;1;6;712
-33086750;-33086750;-33086750;1623921084;1;1;0;6;942
-33160107;-33160107;-33160107;1622658877;1;0;0;0;23
-33360396;-33360396;-33360396;1624295406;1;39;0;4;626
-33408859;-33408859;-33408859;1622440907;1;2;0;0;478
-34633439;-34633439;-34633439;1623411161;1;96;9;6;2651
-34777837;-34777837;-34777837;1622569500;1;11;6;2;2957
-34777837;-34777837;-34777837;1623461554;1;24;0;6;2317
-3504676;-3504676;-3504676;1622625782;1;1;0;1;217
-35128466;-35128466;-35128466;1622664270;1;1;0;0;825
-35969665;-35969665;-35969665;1623075662;1;7;0;0;999
-35969665;-35969665;-35969665;1622984544;1;2;2;0;1066
-35969665;-35969665;-35969665;1624433447;1;2;0;0;318
-35969665;-35969665;-35969665;1624805997;1;0;0;0;402
-35969665;-35969665;-35969665;1622707162;1;2;1;0;736
-35969665;-35969665;-35969665;1622459461;1;0;0;0;562
-35969665;-35969665;-35969665;1623328287;1;2;0;0;638
-35969686;-35969686;-35969686;1624374498;1;1;0;0;203
-36338110;-36338110;-36338110;1622578206;1;23;2;11;9115
-36504521;-36504521;-36504521;1623925626;1;11;0;0;1079
-36534682;-36534682;-36534682;1622462448;1;1;0;0;89
-36860452;-36860452;-36860452;1624029538;1;0;0;0;186
-39235439;-39235439;-39235439;1623916860;1;27;0;20;3328
-39235439;-39235439;-39235439;1623830023;1;11;0;12;2595
-37448911;-37448911;-37448911;1622725381;1;272;4;16;10032
-37497136;-37497136;-37497136;1623011778;1;15;7;4;6007
-37579890;-37579890;-37579890;1622634000;1;21;0;32;3323
-37579890;-37579890;-37579890;1623957812;1;13;0;14;3795
-37579890;-37579890;-37579890;1623926700;1;12;0;3;1916
-37579890;-37579890;-37579890;1623777400;1;15;0;26;4340
