Source;Post;ID ath;Data;type;like;comm;reposts;views
105268535;105268535;105268535;1624891836;1;5;0;0;68
113911334;113911334;113911334;1624129873;1;67;0;0;373
11456003;11456003;11456003;1624698342;1;4;0;0;84
117235844;117235844;117235844;1624349223;1;29;0;0;308
11897662;11897662;11897662;1622455332;1;0;2;0;58
1189788;1189788;1189788;1622466561;1;7;0;1;441
119450341;119450341;119450341;1623857251;1;78;14;1;1013
119494745;119494745;119494745;1622806699;1;0;0;0;45
11952755;11952755;11952755;1623131270;1;19;0;0;222
12559139;12559139;12559139;1622449115;1;2;0;0;238
140318238;140318238;140318238;1624385285;1;27;0;8;2187
12563184;12563184;12563184;1623010926;1;24;0;0;402
2350;120653299;120653299;1623439225;0,5;1;0;0;0
120653299;120653299;120653299;1623419792;1;8;4;1;285
12198052;12198052;12198052;1624109150;1;7;0;0;120
122825360;122825360;122825360;1623403077;1;4;0;3;245
123866113;123866113;123866113;1624726504;1;21;0;1;174
140068383;140068383;140068383;1624378514;1;35;0;0;369
12563184;12563184;12563184;1622665718;1;29;0;0;362
12604353;12604353;12604353;1624891442;1;20;0;0;360
12695116;12695116;12695116;1624602717;1;70;0;0;1709
1270425;1270425;1270425;1623065568;1;0;0;0;14
127337924;127337924;127337924;1623407182;1;11;0;0;195
127808312;127808312;127808312;1624397741;1;64;1;0;913
1287770;1287770;1287770;1624131240;1;6;0;0;82
12883062;12883062;12883062;1624715206;1;101;0;1;4825
131499101;131499101;131499101;1623161529;1;7;0;0;243
136071893;136071893;136071893;1623683475;1;37;0;0;501
136262789;136262789;136262789;1623824405;1;6;0;2;3516
132196998;132196998;132196998;1623599708;1;9;0;0;68
13245767;13245767;13245767;1624878068;1;6;0;1;61
13280830;13280830;13280830;1623380618;1;23;0;2;317
13299030;13299030;13299030;1622539703;1;6;6;0;113
133760044;133760044;133760044;1624746036;1;17;1;0;170
134322404;134322404;134322404;1623490702;1;0;0;0;8
134830356;134830356;134830356;1623686591;1;32;0;0;207
-61216222;-61216222;-61216222;1624197604;1;7;37;6;5612
132054398;132054398;132054398;1622782755;1;0;0;0;16
136262789;136262789;136262789;1624865239;1;5;0;3;2606
137898458;137898458;137898458;1624846613;1;14;4;0;255
13868609;13868609;13868609;1623543441;1;37;0;0;379
138902933;138902933;138902933;1624575833;1;33;0;0;529
139966434;139966434;139966434;1623822287;1;40;0;1;2729
142417162;142417162;142417162;1622483182;1;3;0;0;90
161098689;161098689;161098689;1624706086;1;10;0;0;72
142821249;142821249;142821249;1623423185;1;58;0;1;478
140849435;140849435;140849435;1622665890;1;55;0;1;377
140849435;140849435;140849435;1622923889;1;44;0;1;311
140849435;140849435;140849435;1623491291;1;48;0;1;486
140849435;140849435;140849435;1624093596;1;28;0;0;330
141775613;141775613;141775613;1623213969;1;114;9;2;3494
141825081;141825081;141825081;1623361216;1;44;0;0;287
142086886;142086886;142086886;1623745367;1;1;1;0;23
1423241;1423241;1423241;1624270202;1;5;0;0;143
160713001;160713001;160713001;1622864400;1;4;0;0;56
142629105;142629105;142629105;1623557055;1;3;0;1;122
161429552;161429552;161429552;1623937785;1;0;0;6;50
142829569;142829569;142829569;1624726785;1;2;0;0;95
1433268;1433268;1433268;1624906011;1;0;0;0;70
14432655;14432655;14432655;1622646896;1;1;0;1;38
144462223;144462223;144462223;1623930602;1;1;0;0;21
144728995;144728995;144728995;1624701199;1;26;0;1;707
145426696;145426696;145426696;1623022567;1;55;0;1;858
15319368;15319368;15319368;1623324666;1;1;0;3;89
153980799;153980799;153980799;1622527811;1;2;0;0;26
1488736;1488736;1488736;1623507981;1;52;0;0;327
1496072;1496072;1496072;1623904851;1;32;0;0;275
150615199;150615199;150615199;1623952667;1;1;0;0;32
150615199;150615199;150615199;1623952375;1;2;0;0;36
150842909;150842909;150842909;1624206494;1;77;0;0;253
150851714;150851714;150851714;1624816694;1;1;0;0;34
151342500;151342500;151342500;1623923952;1;0;0;0;17
152235012;152235012;152235012;1622996797;1;2;0;0;151
14731577;14731577;14731577;1624016875;1;14;0;0;230
1481280;1481280;1481280;1623335291;1;2;0;0;46
154611381;154611381;154611381;1623397819;1;28;0;0;241
156192047;156192047;156192047;1624048680;1;0;0;0;28
157894854;157894854;157894854;1624562921;1;3;0;2;86
158129548;158129548;158129548;1622999692;1;17;0;0;216
159169857;159169857;159169857;1624400722;1;0;0;0;2
159409097;159409097;159409097;1624518984;1;7;0;0;174
160481794;160481794;160481794;1623218604;1;2;0;2;171
167123204;167123204;167123204;1623530381;1;3;0;0;88
182544205;182544205;182544205;1624519089;1;29;0;1;678
16874901;16874901;16874901;1623870222;1;1;0;0;195
162400254;162400254;162400254;1622979997;1;0;0;1;6
16290284;16290284;16290284;1624564930;1;8;0;0;179
16353713;16353713;16353713;1622746109;1;0;0;0;49
1665306;1665306;1665306;1623663228;1;22;0;1;539
166962846;166962846;166962846;1623245245;1;30;2;0;607
18236119;18236119;18236119;1622463873;1;20;0;1;602
235923656;235923656;235923656;1623675060;1;7;0;0;114
169591285;169591285;169591285;1624024801;1;75;0;0;985
170110825;170110825;170110825;1622904715;1;12;0;0;158
1707627;1707627;1707627;1624985599;1;0;0;0;19
171378154;171378154;171378154;1623607241;1;2;0;0;69
171460743;171460743;171460743;1622569033;1;0;0;0;28
17146235;17146235;17146235;1622616941;1;57;0;2;1752
172170621;172170621;172170621;1622992525;1;0;0;0;24
173219681;173219681;173219681;1622701562;1;0;0;0;2
179328018;179328018;179328018;1622887280;1;4;0;0;116
179339375;179339375;179339375;1624434630;1;0;0;0;13
1753962;1753962;1753962;1624419900;1;73;10;3;1298
17637367;17637367;17637367;1622534989;1;0;0;0;54
177773516;177773516;177773516;1623927128;1;2;0;0;87
177773516;177773516;177773516;1623929291;1;2;0;1;84
1781600;1781600;1781600;1623056779;1;36;1;6;1042
178237351;178237351;178237351;1623431122;1;7;0;0;101
179126093;179126093;179126093;1623919534;1;0;0;0;21
179339375;179339375;179339375;1624392282;1;0;0;0;11
179911443;179911443;179911443;1623941883;1;12;0;0;129
180209215;180209215;180209215;1623908517;1;9;0;0;193
180520573;180520573;180520573;1623909968;1;1;0;0;170
1811670;1811670;1811670;1623508793;1;9;0;0;225
181515408;181515408;181515408;1622590248;1;1;0;0;52
1815420;1815420;1815420;1624692230;1;3;0;0;150
182157567;182157567;182157567;1624839785;1;0;0;0;5
18923747;18923747;18923747;1624104444;1;17;0;0;304
203063555;203063555;203063555;1624393715;1;7;0;0;119
1829328;1829328;1829328;1623273980;1;58;0;1;627
183161953;183161953;183161953;1624078136;1;11;0;0;100
184218507;184218507;184218507;1622478409;1;37;0;0;574
185791328;185791328;185791328;1624617502;1;2;0;1;30
185822870;185822870;185822870;1622563507;1;1;0;0;56
187355749;187355749;187355749;1624204921;1;13;0;0;247
18815760;18815760;18815760;1624488177;1;14;0;0;308
203063555;203063555;203063555;1623001896;1;14;1;0;193
203064779;203064779;203064779;1624990598;1;4;0;0;89
190606532;190606532;190606532;1624589775;1;3;1;1;47
191104984;191104984;191104984;1622889755;1;1;0;0;5
191975331;191975331;191975331;1622919752;1;12;0;0;142
192179411;192179411;192179411;1622576682;1;27;0;0;403
198001354;198001354;198001354;1624191715;1;24;0;0;420
198405857;198405857;198405857;1622492774;1;20;0;0;370
19342569;19342569;19342569;1624543620;1;3;0;1;274
19536883;19536883;19536883;1623382667;1;10;0;0;130
195422825;195422825;195422825;1623246412;1;1;1;0;8
195552551;195552551;195552551;1624017203;1;10;0;0;133
196291256;196291256;196291256;1624839798;1;0;0;0;11
1963315;1963315;1963315;1624735335;1;6;0;0;244
197298470;197298470;197298470;1623496850;1;0;0;0;9
197878;197878;197878;1624253620;1;28;0;1;1390
1978904;1978904;1978904;1623423331;1;31;0;1;1125
198922942;198922942;198922942;1624209338;1;5;0;0;54
199392007;199392007;199392007;1624078956;1;29;0;0;1044
20073313;20073313;20073313;1622744663;1;52;3;0;457
201012402;201012402;201012402;1623423354;1;0;0;0;36
202205594;202205594;202205594;1622916400;1;13;0;0;138
20289349;20289349;20289349;1623275598;1;0;0;0;6
20289349;20289349;20289349;1623272031;1;0;0;0;9
20289349;20289349;20289349;1624052278;1;0;0;0;18
21178316;21178316;21178316;1623364581;1;11;0;0;223
235294133;235294133;235294133;1622485592;1;18;0;0;146
21301539;21301539;21301539;1623783915;1;0;0;4;675
2037384;2037384;2037384;1624181425;1;7;0;0;181
2051571;2051571;2051571;1624552186;1;9;0;0;146
205791098;205791098;205791098;1622821743;1;5;1;0;388
20680876;20680876;20680876;1623775830;1;27;0;0;527
20826767;20826767;20826767;1624347477;1;10;0;0;163
208446373;208446373;208446373;1623480056;1;1;0;0;53
209500920;209500920;209500920;1623246899;1;8;0;0;140
234893780;234893780;234893780;1623695961;1;180;29;6;2017
211923954;211923954;211923954;1622483752;1;31;0;0;299
18255278;18255278;18255278;1623449306;1;25;0;0;210
213817496;213817496;213817496;1623211594;1;9;0;1;251
21517160;21517160;21517160;1623866261;1;76;6;2;1858
21576368;21576368;21576368;1623006096;1;13;0;0;136
21695121;21695121;21695121;1624920990;1;16;0;0;179
216963651;216963651;216963651;1622555652;1;0;0;0;5
2177395;2177395;2177395;1624985074;1;11;0;6;334
218006334;218006334;218006334;1622730560;1;31;1;3;521
227549227;227549227;227549227;1622817917;1;1;0;0;28
227549227;227549227;227549227;1622817122;1;1;0;0;26
22099608;22099608;22099608;1624577182;1;25;0;0;324
22230003;22230003;22230003;1624444320;1;84;0;0;1091
22294728;22294728;22294728;1622631419;1;12;4;2;217
224726884;224726884;224726884;1624894032;1;24;0;0;126
225052917;225052917;225052917;1622551812;1;9;0;0;324
2254142;2254142;2254142;1624382198;1;18;2;1;213
2263673;2263673;2263673;1623322591;1;33;0;2;4351
22700575;22700575;22700575;1624007178;1;23;0;0;178
17324993;17324993;17324993;1623345578;1;9;0;0;99
21928163;21928163;21928163;1623092270;1;7;0;1;233
227582959;227582959;227582959;1623529665;1;0;0;0;3
227788845;227788845;227788845;1622907917;1;0;0;0;15
229939896;229939896;229939896;1622658873;1;0;0;0;3
23350511;23350511;23350511;1623593359;1;175;0;12;1619
234848812;234848812;234848812;1623133020;1;11;0;1;913
234889938;234889938;234889938;1623698795;1;1;0;0;10
234889938;234889938;234889938;1623431250;1;2;0;0;13
242019024;242019024;242019024;1623236046;1;6;0;0;88
265637082;265637082;265637082;1622467801;1;1;0;0;52
246830639;246830639;246830639;1623131248;1;1;0;0;38
23670577;23670577;23670577;1623683083;1;9;0;1;408
237843642;237843642;237843642;1623526092;1;39;0;0;508
238370605;238370605;238370605;1624839691;1;0;0;0;6
238836522;238836522;238836522;1624908747;1;3;0;0;54
2395150;2395150;2395150;1624525422;1;3;0;0;117
24067724;24067724;24067724;1623416280;1;150;6;0;553
241290262;241290262;241290262;1623171832;1;3;0;0;106
246160;246160;246160;1622529951;1;1;0;0;59
2480895;2480895;2480895;1623785222;1;197;0;29;8016
2480895;2480895;2480895;1624560531;1;181;0;31;5926
2480895;2480895;2480895;1624615797;1;206;0;21;8468
251876809;251876809;251876809;1624718229;1;11;0;0;189
252325103;252325103;252325103;1623117261;1;1;0;0;33
255817907;255817907;255817907;1622791122;1;0;0;0;6
262252598;262252598;262252598;1622721252;1;0;0;0;36
263195899;263195899;263195899;1623909943;1;1;0;0;4
25926719;25926719;25926719;1623651665;1;2;0;0;118
259491187;259491187;259491187;1623512759;1;11;0;0;209
260034;260034;260034;1622564481;1;23;0;0;346
260128310;260128310;260128310;1624082490;1;53;0;0;335
260128310;260128310;260128310;1624142278;1;25;0;0;235
260671424;260671424;260671424;1623468414;1;7;0;0;224
261310;261310;261310;1623591814;1;6;0;0;252
261310;261310;261310;1624293152;1;4;0;1;310
258149022;258149022;258149022;1623497319;1;3;0;0;114
259109983;259109983;259109983;1623892033;1;0;1;0;7
263195899;263195899;263195899;1623909560;1;1;0;0;4
263195899;263195899;263195899;1623906451;1;1;1;0;8
263195899;263195899;263195899;1623909861;1;1;0;0;3
263195899;263195899;263195899;1623826913;1;1;0;0;2
263195899;263195899;263195899;1623826865;1;3;0;0;14
264737;264737;264737;1624752615;1;13;0;0;363
309263647;309263647;309263647;1623318757;1;12;0;0;176
267117385;267117385;267117385;1622572281;1;0;0;0;0
267117385;267117385;267117385;1622888088;1;0;0;0;0
26747952;26747952;26747952;1622652138;1;11;0;0;89
271849288;271849288;271849288;1623003786;1;73;0;1;519
274230309;274230309;274230309;1623340910;1;3;0;0;146
309050256;309050256;309050256;1624918222;1;6;0;0;44
276598432;276598432;276598432;1623008762;1;88;0;1;830
-41671650;-41671650;-41671650;1624109220;1;16;0;3;107
277554256;277554256;277554256;1624538247;1;29;8;1;232
279081973;279081973;279081973;1624604534;1;0;0;0;30
280215154;280215154;280215154;1623421738;1;0;0;0;42
28327964;28327964;28327964;1624180302;1;19;0;0;386
283415262;283415262;283415262;1623590373;1;1;0;0;62
285742049;285742049;285742049;1623580249;1;0;1;0;6
2867944;2867944;2867944;1624261117;1;2;0;1;335
295765320;295765320;295765320;1623090030;1;30;0;0;348
295765320;295765320;295765320;1623443480;1;17;1;1;272
28729478;28729478;28729478;1623496163;1;9;0;0;134
28773031;28773031;28773031;1624728956;1;19;4;1;262
287965686;287965686;287965686;1623441480;1;7;0;0;93
288182773;288182773;288182773;1624144464;1;11;0;0;101
7971;28891731;28891731;1622745577;0,5;2;0;0;0
28891731;28891731;28891731;1622743326;1;13;4;0;324
288925483;288925483;288925483;1624165734;1;762;84;132;21934
28729478;28729478;28729478;1623496235;1;8;0;0;137
2963336;2963336;2963336;1624630808;1;19;0;0;428
297225063;297225063;297225063;1624355460;1;0;0;0;16
297698975;297698975;297698975;1622671217;1;0;0;0;36
301375203;301375203;301375203;1622447919;1;3;0;1;111
30314258;30314258;30314258;1622444823;1;26;0;1;291
305378248;305378248;305378248;1623021311;1;8;0;1;133
307110655;307110655;307110655;1623447204;1;6;2;0;105
340560418;340560418;340560418;1622478943;1;0;0;0;5
320025625;320025625;320025625;1623846406;1;81;1;0;2161
31039315;31039315;31039315;1623038203;1;0;0;0;2
310481;310481;310481;1622486120;1;8;0;0;153
31060984;31060984;31060984;1623436854;1;34;0;0;524
31358199;31358199;31358199;1623481859;1;0;0;0;7
31358199;31358199;31358199;1623448681;1;0;0;0;3
315446464;315446464;315446464;1623471251;1;3;0;0;37
31576484;31576484;31576484;1624818289;1;33;0;3;1270
3182899;3182899;3182899;1624288675;1;6;0;0;561
34010693;34010693;34010693;1623784397;1;28;0;0;196
318704106;318704106;318704106;1624803419;1;6;0;0;67
32027137;32027137;32027137;1622837380;1;23;2;0;999
321250962;321250962;321250962;1622555496;1;25;4;0;197
32224093;32224093;32224093;1624545404;1;0;0;1;3
322816283;322816283;322816283;1624734666;1;9;0;0;166
324007093;324007093;324007093;1623493915;1;2;0;0;6
325032254;325032254;325032254;1623496000;1;11;0;1;69
33480733;33480733;33480733;1624942468;1;12;0;1;226
3352692;3352692;3352692;1624518542;1;61;21;22;715
33090224;33090224;33090224;1623520946;1;7;0;0;259
3311904;3311904;3311904;1622758796;1;5;1;0;94
331641807;331641807;331641807;1624119626;1;5;0;0;130
33361172;33361172;33361172;1624545212;1;5;0;0;151
334211531;334211531;334211531;1624213611;1;6;0;0;90
325032254;325032254;325032254;1623453577;1;18;0;2;109
325465513;325465513;325465513;1622916828;1;13;0;0;187
33547030;33547030;33547030;1624820954;1;11;0;0;72
337744808;337744808;337744808;1623073377;1;0;0;0;9
338830088;338830088;338830088;1624526252;1;13;0;0;155
338830088;338830088;338830088;1624526193;1;15;0;0;173
33888016;33888016;33888016;1622941367;1;34;3;1;463
339298723;339298723;339298723;1622632871;1;0;0;0;9
33931010;33931010;33931010;1623334414;1;0;0;0;12
3400972;3400972;3400972;1622996186;1;10;0;0;153
349957244;349957244;349957244;1624053608;1;221;18;1;2777
383256529;383256529;383256529;1623868711;1;21;0;0;446
34251;350975;6362040;1623258743;0,5;5;0;0;0
34642577;34642577;34642577;1623844191;1;16;0;0;221
4229;34693595;2892245;1624357860;0,5;0;0;0;0
34693595;34693595;34693595;1624344839;1;17;1;0;367
347947059;347947059;347947059;1623786477;1;3;0;0;114
348535;348535;348535;1623964962;1;38;0;0;747
34947413;34947413;34947413;1622822775;1;6;6;0;125
38264609;38264609;38264609;1623585126;1;13;0;0;197
350870212;350870212;350870212;1623550931;1;3;0;1;77
352030870;352030870;352030870;1622530798;1;5;0;1;49
35353793;35353793;35353793;1622540364;1;10;0;0;356
3539743;3539743;3539743;1623706274;1;21;0;1;430
35427151;35427151;35427151;1624386219;1;26;0;1;460
3544620;3544620;3544620;1623444386;1;12;0;0;357
354520512;354520512;354520512;1623005382;1;0;0;0;2
354679152;354679152;354679152;1623478200;1;14;0;2;442
375340424;375340424;375340424;1623486240;1;0;0;0;3
361459;361459;361459;1623433588;1;1;0;0;51
364267125;364267125;364267125;1623084807;1;2;0;0;28
36476687;36476687;36476687;1623859500;1;13;0;0;461
36727040;36727040;36727040;1623151607;1;3;0;0;38
368103754;368103754;368103754;1623648901;1;14;0;0;193
3695826;3695826;3695826;1622713856;1;2;0;1;370
37489750;37489750;37489750;1623798611;1;9;1;0;193
63507738;63507738;63507738;1622441457;1;0;0;0;16
356011118;356011118;356011118;1624839761;1;0;0;0;7
3755458;3755458;3755458;1622625192;1;0;1;1;230
377958367;377958367;377958367;1624952038;1;40;0;4;1265
37845387;37845387;37845387;1624087000;1;7;3;4;264
378596778;378596778;378596778;1622540209;1;1;4;0;24
379303498;379303498;379303498;1624345322;1;11;4;4;794
379692490;379692490;379692490;1622566563;1;20;0;3;328
379964808;379964808;379964808;1624979630;1;0;0;0;0
423070;423070;423070;1622568715;1;65;10;1;1231
383789757;383789757;383789757;1623324805;1;17;0;0;165
38492;38492;38492;1622631337;1;5;0;1;309
385747517;385747517;385747517;1622910165;1;1;0;1;572
385747517;385747517;385747517;1624531160;1;3;0;0;563
385747517;385747517;385747517;1624468659;1;3;0;1;688
387873450;387873450;387873450;1623598960;1;11;0;0;179
3899263;3899263;3899263;1623077928;1;49;0;3;1757
42166032;42166032;42166032;1623616210;1;43;1;0;391
392523617;392523617;392523617;1623835736;1;0;0;0;23
42331597;42331597;42331597;1624435029;1;23;0;0;594
397321629;397321629;397321629;1623503604;1;1;0;0;20
397485076;397485076;397485076;1622591883;1;4;1;1;213
4001623;4001623;4001623;1623968865;1;7;3;0;471
400835303;400835303;400835303;1624138456;1;12;0;1;263
40129978;40129978;40129978;1622567420;1;22;0;0;239
403263;403263;403263;1622582177;1;1;0;0;85
4139985;4139985;4139985;1624738943;1;24;0;0;293
404835209;404835209;404835209;1623403208;1;8;0;0;118
404937965;404937965;404937965;1624032727;1;34;0;0;502
405550180;405550180;405550180;1622671821;1;2;0;0;42
406125;406125;406125;1622557546;1;34;0;1;297
40774717;40774717;40774717;1623852546;1;7;0;0;238
40821234;40821234;40821234;1624798225;1;28;0;0;971
411233999;411233999;411233999;1623221544;1;12;0;0;192
412628533;412628533;412628533;1624036172;1;47;2;0;1300
413449072;413449072;413449072;1624957220;1;27;0;0;603
403624;403624;403624;1623178448;1;10;0;0;186
404333066;404333066;404333066;1622471266;1;2;0;0;38
4180740;4180740;4180740;1624656219;1;5;0;0;134
418598656;418598656;418598656;1623478164;1;0;0;0;8
41870369;41870369;41870369;1622618196;1;2;0;1;24
41870369;41870369;41870369;1624693415;1;0;0;0;12
421114027;421114027;421114027;1623245808;1;2;0;1;37
421114027;421114027;421114027;1623212091;1;10;5;1;186
421114027;421114027;421114027;1623583089;1;2;0;0;16
421607216;421607216;421607216;1623080057;1;2;0;0;42
440680604;440680604;440680604;1622630830;1;2;0;1;254
47546109;47546109;47546109;1624812775;1;15;0;0;265
427612968;427612968;427612968;1624391763;1;79;20;1;2262
4279453;4279453;4279453;1622750551;1;9;0;0;117
43390942;43390942;43390942;1624566587;1;1;0;0;41
43390942;43390942;43390942;1624382295;1;1;0;0;51
436346450;436346450;436346450;1623958060;1;8;1;0;42
4393032;4393032;4393032;1624006168;1;4;0;0;66
4393032;4393032;4393032;1624004787;1;4;0;0;56
4393032;4393032;4393032;1623935699;1;4;0;0;77
475282;475282;475282;1623853592;1;7;0;0;129
557402775;557402775;557402775;1622629504;1;4;0;1;41
4426002;4426002;4426002;1622464205;1;0;1;0;19
4443181;4443181;4443181;1624224459;1;20;0;0;216
444442922;444442922;444442922;1624654370;1;8;0;0;370
445657907;445657907;445657907;1624300502;1;4;0;0;57
445799796;445799796;445799796;1624174030;1;8;0;0;107
446029891;446029891;446029891;1622999848;1;1;0;0;32
44932223;44932223;44932223;1623538486;1;1;0;0;19
44932223;44932223;44932223;1623333450;1;1;0;0;15
464834452;464834452;464834452;1623039705;1;1;0;0;102
451585667;451585667;451585667;1624824953;1;116;8;0;1548
45248520;45248520;45248520;1624043580;1;3;0;0;68
455904910;455904910;455904910;1624428026;1;3;1;0;65
45781;45781;45781;1624398827;1;12;0;0;347
46205561;46205561;46205561;1623441263;1;11;0;0;142
464169523;464169523;464169523;1622543693;1;2;1;2;54
464274485;464274485;464274485;1622901128;1;3;0;0;86
450386087;450386087;450386087;1623470612;1;0;0;0;26
467633659;467633659;467633659;1622917463;1;14;0;2;363
467818642;467818642;467818642;1624873165;1;37;0;1;317
469378149;469378149;469378149;1622555603;1;0;0;0;5
47052666;47052666;47052666;1622642874;1;0;0;0;19
471358410;471358410;471358410;1622553686;1;13;0;0;254
4722338;4722338;4722338;1622907587;1;10;0;0;192
47381977;47381977;47381977;1624019070;1;39;0;9;745
4739357;4739357;4739357;1622842600;1;3;0;0;100
484119918;484119918;484119918;1624622527;1;1;0;0;35
515946898;515946898;515946898;1624987484;1;2;0;0;7
485907377;485907377;485907377;1622482306;1;2;0;0;93
478272109;478272109;478272109;1624272015;1;24;5;0;265
479290063;479290063;479290063;1624099138;1;0;0;0;8
479290063;479290063;479290063;1623758791;1;0;0;0;3
48233394;48233394;48233394;1622473811;1;21;2;1;180
483222253;483222253;483222253;1622547211;1;2;0;0;50
484119918;484119918;484119918;1623790165;1;0;0;0;23
51406;51406;51406;1623097036;1;57;0;0;737
484707;484707;484707;1622412172;1;71;0;0;376
485907377;485907377;485907377;1623166855;1;2;0;0;80
488200108;488200108;488200108;1624058894;1;0;0;0;42
489828065;489828065;489828065;1622792760;1;55;0;1;493
495463126;495463126;495463126;1622789396;1;10;0;0;166
495652154;495652154;495652154;1624991127;1;7;0;0;82
507257;507257;507257;1622623424;1;61;0;3;2694
508986880;508986880;508986880;1622412655;1;0;0;0;4
497973691;497973691;497973691;1623339518;1;1;0;0;48
50334777;50334777;50334777;1624118502;1;40;0;7;2785
50409889;50409889;50409889;1623843465;1;0;0;0;39
50409889;50409889;50409889;1623843313;1;0;0;0;38
504526751;504526751;504526751;1624079618;1;6;0;0;32
50478;50478;50478;1624371323;1;3;0;0;230
506346386;506346386;506346386;1622489475;1;0;0;0;25
497828741;497828741;497828741;1622486147;1;2;0;1;770
497973691;497973691;497973691;1623499632;1;1;0;0;62
509399257;509399257;509399257;1622581605;1;4;0;0;45
510317034;510317034;510317034;1623579765;1;0;0;0;5
51143745;51143745;51143745;1623274386;1;20;0;0;169
51200962;51200962;51200962;1623757299;1;15;0;3;646
512239283;512239283;512239283;1622696062;1;0;0;0;0
52703158;52703158;52703158;1624320800;1;5;0;0;202
36662;55609150;641789736;1622472743;0,5;0;0;0;0
529971505;529971505;529971505;1622450201;1;0;0;0;0
516687004;516687004;516687004;1624711089;1;1;0;0;91
517144661;517144661;517144661;1622482553;1;4;0;0;38
51929154;51929154;51929154;1623528516;1;5;0;0;100
5200185;5200185;5200185;1624893906;1;1;0;0;20
522377689;522377689;522377689;1623357836;1;21;0;0;149
526884286;526884286;526884286;1624313181;1;13;0;0;196
526884286;526884286;526884286;1624313023;1;4;2;0;48
529178408;529178408;529178408;1622556991;1;0;0;0;10
476179939;476179939;476179939;1624687906;1;4;0;0;243
530688537;530688537;530688537;1623105791;1;0;0;1;9
532494031;532494031;532494031;1623594801;1;0;0;0;3
53357659;53357659;53357659;1624967666;1;3;0;2;602
5439360;5439360;5439360;1623788547;1;18;0;0;183
5358446;5358446;5358446;1623068866;1;6;0;2;132
536354913;536354913;536354913;1622831240;1;2;0;1;45
53693444;53693444;53693444;1624869928;1;15;0;0;560
538292944;538292944;538292944;1622616925;1;86;0;0;105
539286786;539286786;539286786;1623569326;1;21;0;0;386
539297619;539297619;539297619;1622970360;1;0;0;0;21
539316000;539316000;539316000;1623684258;1;1;0;0;7
539316000;539316000;539316000;1623683669;1;1;0;0;6
5450442;5450442;5450442;1624357254;1;9;0;0;66
546172201;546172201;546172201;1624178774;1;8;1;0;92
54820497;54820497;54820497;1622800593;1;3;0;0;171
550540752;550540752;550540752;1624547726;1;14;1;0;167
552373551;552373551;552373551;1623756480;1;4;0;0;155
552631;552631;552631;1624918901;1;32;0;4;467
565746687;565746687;565746687;1623789103;1;14;4;0;185
603153;603153;603153;1624513016;1;0;0;0;38
558305;558305;558305;1622665814;1;27;0;0;427
558363808;558363808;558363808;1624808054;1;5;2;0;163
559045025;559045025;559045025;1622542500;1;1;0;0;160
55941288;55941288;55941288;1622806170;1;8;0;0;442
560457;560457;560457;1623579083;1;15;0;1;239
5617173;5617173;5617173;1623957282;1;5;0;0;250
565766085;565766085;565766085;1624209882;1;12;0;0;133
60601632;60601632;60601632;1623052462;1;2;0;1;54
570672720;570672720;570672720;1622925150;1;10;0;0;33
57070730;57070730;57070730;1624195193;1;1;0;1;173
5720671;5720671;5720671;1623864977;1;93;20;12;2593
573778012;573778012;573778012;1623683406;1;11;0;0;112
574095876;574095876;574095876;1624147592;1;15;0;0;201
574837806;574837806;574837806;1624539372;1;6;0;0;67
574941537;574941537;574941537;1622667614;1;9;0;0;67
59487984;59487984;59487984;1622451147;1;2;0;0;15
575665441;575665441;575665441;1623098820;1;7;0;0;172
582197295;582197295;582197295;1624031910;1;1;0;0;60
58405401;58405401;58405401;1622561158;1;0;0;0;8
587178247;587178247;587178247;1623503052;1;4;0;0;98
589543089;589543089;589543089;1624623553;1;18;4;2;463
5899698;5899698;5899698;1622752355;1;1;0;0;55
592681527;592681527;592681527;1623160860;1;60;4;0;225
592687362;592687362;592687362;1624026343;1;5;0;0;72
57526663;57526663;57526663;1624645639;1;12;0;1;300
57561163;57561163;57561163;1623937457;1;0;0;0;2
599872458;599872458;599872458;1622901002;1;3;0;0;50
600146434;600146434;600146434;1623280421;1;28;11;0;183
60121404;60121404;60121404;1622456233;1;0;3;0;12
39733;602398921;7725502;1622787868;0,5;0;0;0;0
602398921;602398921;602398921;1622636100;1;375;109;35;12289
62092333;62092333;62092333;1624736290;1;0;0;1;55
6573615;6573615;6573615;1624731262;1;39;0;0;1168
625295808;625295808;625295808;1624989557;1;0;21;0;5
609075;609075;609075;1624709036;1;27;2;0;464
60907812;60907812;60907812;1622993175;1;12;2;0;297
6117261;6117261;6117261;1622566552;1;48;0;0;435
614451958;614451958;614451958;1623669280;1;0;0;0;26
620622857;620622857;620622857;1624747333;1;14;0;0;363
62092333;62092333;62092333;1624823848;1;0;0;0;44
65526271;65526271;65526271;1623233084;1;0;0;0;80
6242098;6242098;6242098;1623831406;1;19;0;0;282
383292854;383292854;383292854;1624362302;1;1;0;0;71
626902030;626902030;626902030;1623006249;1;1;0;0;2
6269172;6269172;6269172;1622571331;1;0;0;0;9
629659144;629659144;629659144;1623579251;1;22;0;0;249
629729145;629729145;629729145;1623478361;1;1;0;0;13
6321425;6321425;6321425;1622481135;1;14;0;0;232
63238736;63238736;63238736;1624950733;1;15;0;0;151
634283125;634283125;634283125;1623274266;1;5;0;0;119
635033667;635033667;635033667;1622924408;1;6;0;0;83
646118475;646118475;646118475;1624660267;1;1;0;0;28
